outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1003|LOC-0503|TXN-10000009|115447962757|BSK-2751AB86|2|45.80|2026-06-01T06:04:10Z
OUT-1036|LOC-0536|TXN-10000022|394731217272|BSK-44C1F1B5|1|49.86|2026-06-01T06:22:05Z
OUT-1009|LOC-0509|TXN-10000010|758416169285|BSK-7AF6CD41|3|46.14|2026-06-01T06:28:06Z
OUT-1006|LOC-0506|TXN-10000027|959629233095|BSK-EC4E8CBB|1|18.18|2026-06-01T06:33:22Z
OUT-1032|LOC-0532|TXN-10000005|943969078447|BSK-12DE9E5A|1|24.65|2026-06-01T06:36:29Z
OUT-1024|LOC-0524|TXN-10000020|139837354038|BSK-92701D60|1|46.91|2026-06-01T06:40:55Z
OUT-1008|LOC-0508|TXN-10000059|018242253580|BSK-D02C75F9|2|89.68|2026-06-01T06:43:05Z
OUT-1008|LOC-0508|TXN-10000059|019380262069|BSK-D02C75F9|1|39.60|2026-06-01T06:43:05Z
OUT-1008|LOC-0508|TXN-10000059|974014890257|BSK-D02C75F9|2|3.52|2026-06-01T06:43:05Z
OUT-1021|LOC-0521|TXN-10000052|091699854357|BSK-C5709E30|-1|-12.69|2026-06-01T06:53:04Z
OUT-1021|LOC-0521|TXN-10000052|919058651853|BSK-C5709E30|1|1.61|2026-06-01T06:53:04Z
OUT-1003|LOC-0503|TXN-10000085|588675339637|BSK-253421BC|3|128.79|2026-06-01T07:01:49Z
OUT-1010|LOC-0510|TXN-10000014|086353654190|BSK-96F84FF7|1|19.26|2026-06-01T07:06:36Z
OUT-1010|LOC-0510|TXN-10000014|484086211824|BSK-96F84FF7|1|12.80|2026-06-01T07:06:36Z
OUT-1010|LOC-0510|TXN-10000014|866618892419|BSK-96F84FF7|1|16.18|2026-06-01T07:06:36Z
OUT-1001|LOC-0501|TXN-10000098|565452711114|BSK-88802D4D|2|44.30|2026-06-01T07:11:30Z
OUT-1040|LOC-0540|TXN-10000090|222196937926|BSK-2D6BC882|1|12.37|2026-06-01T07:21:20Z
OUT-1035|LOC-0535|TXN-10000068|647102767730|BSK-7EEF09AB|1|17.66|2026-06-01T07:21:46Z
OUT-1035|LOC-0535|TXN-10000068|883552312438|BSK-7EEF09AB|1|9.49|2026-06-01T07:21:46Z
OUT-1028|LOC-0528|TXN-10000023|014767976430|BSK-DBB54645|2|75.96|2026-06-01T07:47:16Z
OUT-1028|LOC-0528|TXN-10000023|499091334123|BSK-DBB54645|1|12.74|2026-06-01T07:47:16Z
OUT-1028|LOC-0528|TXN-10000023|755719285650|BSK-DBB54645|1|32.82|2026-06-01T07:47:16Z
