outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1023|LOC-0523|TXN-20000309|986143410367|BSK-A9093889|1|32.30|2026-06-06T06:10:45Z
OUT-1031|LOC-0531|TXN-20000293|795687833910|BSK-520B7950|1|26.74|2026-06-06T06:30:13Z
OUT-1034|LOC-0534|TXN-20000280|748016245656|BSK-4B1B9280|1|3.21|2026-06-06T06:43:29Z
OUT-1040|LOC-0540|TXN-20000308|261990623444|BSK-CD21FB86|1|42.68|2026-06-06T06:44:49Z
OUT-1040|LOC-0540|TXN-20000308|919058651853|BSK-CD21FB86|1|1.61|2026-06-06T06:44:49Z
OUT-1040|LOC-0540|TXN-20000308|971179808936|BSK-CD21FB86|1|36.20|2026-06-06T06:44:49Z
OUT-1022|LOC-0522|TXN-20000275|546688937349|BSK-408D5212|1|22.35|2026-06-06T07:30:37Z
OUT-1020|LOC-0520|TXN-20000268|569816934065|BSK-F822C3B6|1|1.07|2026-06-06T07:57:44Z
OUT-1007|LOC-0507|TXN-20000291|278742967176|BSK-1227B7AC|1|18.04|2026-06-06T08:18:40Z
OUT-1007|LOC-0507|TXN-20000291|296627828275|BSK-1227B7AC|2|30.28|2026-06-06T08:18:40Z
OUT-1007|LOC-0507|TXN-20000291|330365414588|BSK-1227B7AC|1|20.57|2026-06-06T08:18:40Z
OUT-1032|LOC-0532|TXN-20000299|812236231666|BSK-A937DFD6|1|17.20|2026-06-06T08:29:55Z
OUT-1019|LOC-0519|TXN-20000321|969029593910|BSK-42862014|1|46.89|2026-06-06T09:04:05Z
OUT-1026|LOC-0526|TXN-20000282|310278681444|BSK-CE8A9E7F|1|35.49|2026-06-06T09:12:55Z
OUT-1026|LOC-0526|TXN-20000282|980500978828|BSK-CE8A9E7F|1|3.78|2026-06-06T09:12:55Z
OUT-1034|LOC-0534|TXN-20000281|798079359784|BSK-F7F3DC54|1|8.38|2026-06-06T09:37:29Z
OUT-1018|LOC-0518|TXN-20000316|680443699575|BSK-D695847A|1|22.64|2026-06-06T09:44:25Z
OUT-1012|LOC-0512|TXN-20000318|937966033417|BSK-B705E692|3|87.84|2026-06-06T10:12:11Z
OUT-1071|LOC-0517|TXN-20000288|755719285650|BSK-9505D99E|1|32.82|2026-06-06T10:13:40Z
OUT-1026|LOC-0526|TXN-20000295|305486874030|BSK-C163DF1B|2|30.02|2026-06-06T10:23:36Z
OUT-1026|LOC-0526|TXN-20000295|590175186369|BSK-C163DF1B|1|41.41|2026-06-06T10:23:36Z
OUT-1014|LOC-0514|TXN-20000290|251341252867|BSK-23167B59|1|21.48|2026-06-06T10:26:09Z
OUT-1014|LOC-0514|TXN-20000290|549651370983|BSK-23167B59|1|17.06|2026-06-06T10:26:09Z
OUT-1014|LOC-0514|TXN-20000290|565452711114|BSK-23167B59|1|22.15|2026-06-06T10:26:09Z
OUT-1003|LOC-0503|TXN-20000270|783777014363|BSK-AE34097A|1|34.89|2026-06-06T10:36:49Z
OUT-1021|LOC-0521|TXN-20000301|255562588156|BSK-982CD08D|1|12.84|2026-06-06T11:41:56Z
OUT-1021|LOC-0521|TXN-20000301|347687014624|BSK-982CD08D|1|21.53|2026-06-06T11:41:56Z
OUT-1021|LOC-0521|TXN-20000301|681645352183|BSK-982CD08D|1|32.02|2026-06-06T11:41:56Z
OUT-1040|LOC-0540|TXN-20000274|134074517130|BSK-7D84DAE5|2|22.54|2026-06-06T12:55:01Z
OUT-1025|LOC-0525|TXN-20000314|615305152202|BSK-D9C0076F|1|15.05|2026-06-06T12:55:14Z
OUT-1035|LOC-0535|TXN-20000273|016272046530|BSK-793DAF5A|1|23.27|2026-06-06T12:59:09Z
OUT-1035|LOC-0535|TXN-20000273|341016668700|BSK-793DAF5A|1|32.19|2026-06-06T12:59:09Z
OUT-1007|LOC-0507|TXN-20000317|018242253580|BSK-60AE9B09|1|44.84|2026-06-06T13:21:16Z
OUT-1009|LOC-0509|TXN-20000277|947775204717|BSK-7381C6EB|1|41.27|2026-06-06T13:28:29Z
OUT-1001|LOC-0501|TXN-20000320|217659180339|BSK-61874FA9|1|45.15|2026-06-06T13:56:32Z
OUT-1001|LOC-0501|TXN-20000320|487347143452|BSK-61874FA9|1|16.66|2026-06-06T13:56:32Z
OUT-1038|LOC-0538|TXN-20000278|439533942103|BSK-073A7522|1|16.13|2026-06-06T14:05:26Z
OUT-1027|LOC-0527|TXN-20000287|241038657198|BSK-2FD1843D|1|5.67|2026-06-06T14:07:15Z
OUT-1027|LOC-0527|TXN-20000287|795687833910|BSK-2FD1843D|3|80.22|2026-06-06T14:07:15Z
OUT-1024|LOC-0524|TXN-20000276|114678669121|BSK-3DCAFD82|1|48.64|2026-06-06T14:32:34Z
OUT-1005|LOC-0505|TXN-20000285|626551104754|BSK-8B21CF12|1|38.30|2026-06-06T14:37:21Z
OUT-1024|LOC-0524|TXN-20000272|498254494810|BSK-9E87AD6D|1|7.63|2026-06-06T14:42:35Z
