outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1021|LOC-0521|TXN-40000261|464887719064|BSK-F378C9EE|3|110.94|2026-06-09T06:04:34Z
OUT-1021|LOC-0521|TXN-40000261|590175186369|BSK-F378C9EE|2|82.82|2026-06-09T06:04:34Z
OUT-1021|LOC-0521|TXN-40000261|681645352183|BSK-F378C9EE|1|32.02|2026-06-09T06:04:34Z
OUT-1029|LOC-0529|TXN-40000244|392614293962|BSK-884831CE|1|34.16|2026-06-09T06:12:35Z
OUT-1011|LOC-0511|TXN-40000260|517518304693|BSK-2FBDAF4F|1|30.53|2026-06-09T06:32:00Z
OUT-1015|LOC-0515|TXN-40000252|919058651853|BSK-352B6689|2|3.22|2026-06-09T06:39:52Z
OUT-1037|LOC-0537|TXN-40000263|986143410367|BSK-9AB95B79|-1|-32.30|2026-06-09T06:54:03Z
OUT-1015|LOC-0515|TXN-40000259|709521456234|BSK-04AE6D5A|1|7.47|2026-06-09T07:47:24Z
OUT-1015|LOC-0515|TXN-40000259|812236231666|BSK-04AE6D5A|1|17.20|2026-06-09T07:47:24Z
OUT-1015|LOC-0515|TXN-40000259|980500978828|BSK-04AE6D5A|1|3.78|2026-06-09T07:47:24Z
OUT-1039|LOC-0539|TXN-40000247|098358416871|BSK-D34172FF|1|38.45|2026-06-09T07:56:57Z
OUT-1039|LOC-0539|TXN-40000247|605297516137|BSK-D34172FF|1|22.34|2026-06-09T07:56:57Z
OUT-1018|LOC-0518|TXN-40000241|947383473598|BSK-0F92B3FB|1|49.23|2026-06-09T09:08:50Z
OUT-1040|LOC-0540|TXN-40000262|799371240657|BSK-0FFED184|1|42.23|2026-06-09T09:40:14Z
OUT-1027|LOC-0527|TXN-40000257|398680002576|BSK-DB6FCA27|1|26.44|2026-06-09T10:15:02Z
OUT-1006|LOC-0506|TXN-40000242|113529096567|BSK-15D324DC|1|6.18|2026-06-09T10:24:39Z
OUT-1006|LOC-0506|TXN-40000242|798687277432|BSK-15D324DC|1|42.14|2026-06-09T10:24:39Z
OUT-1019|LOC-0519|TXN-40000253|018242253580|BSK-90CCD1E5|1|44.84|2026-06-09T11:29:08Z
OUT-1019|LOC-0519|TXN-40000253|060715969665|BSK-90CCD1E5|1|15.18|2026-06-09T11:29:08Z
OUT-1019|LOC-0519|TXN-40000253|082400842718|BSK-90CCD1E5|2|87.50|2026-06-09T11:29:08Z
OUT-1019|LOC-0519|TXN-40000253|615305152202|BSK-90CCD1E5|1|15.05|2026-06-09T11:29:08Z
OUT-1039|LOC-0539|TXN-40000248|545168087604|BSK-34781D96|1|10.18|2026-06-09T11:37:38Z
OUT-1018|LOC-0518|TXN-40000251|261375060680|BSK-E11B2F5A|1|19.31|2026-06-09T13:26:29Z
OUT-1018|LOC-0518|TXN-40000251|839826224440|BSK-E11B2F5A|2|50.30|2026-06-09T13:26:29Z
OUT-1018|LOC-0518|TXN-40000251|927532697310|BSK-E11B2F5A|1|44.92|2026-06-09T13:26:29Z
OUT-1071|LOC-0517|TXN-40000249|605766270287|BSK-F60AD0A3|2|96.58|2026-06-09T13:27:38Z
OUT-1071|LOC-0517|TXN-40000249|992299590013|BSK-F60AD0A3|1|3.22|2026-06-09T13:27:38Z
OUT-1006|LOC-0506|TXN-40000246|315851493681|BSK-E4D24857|2|97.48|2026-06-09T14:00:23Z
OUT-1008|LOC-0508|TXN-40000250|030673830284|BSK-F3E5118A|2|99.34|2026-06-09T14:14:51Z
OUT-1008|LOC-0508|TXN-40000250|115542622181|BSK-F3E5118A|3|85.77|2026-06-09T14:14:51Z
OUT-1008|LOC-0508|TXN-40000250|484086211824|BSK-F3E5118A|2|25.60|2026-06-09T14:14:51Z
OUT-1008|LOC-0508|TXN-40000250|868633752433|BSK-F3E5118A|1|46.92|2026-06-09T14:14:51Z
OUT-1037|LOC-0537|TXN-40000264|049663193148|BSK-4C3D8A35|1|42.65|2026-06-09T14:38:39Z
OUT-1037|LOC-0537|TXN-40000264|590175186369|BSK-4C3D8A35|1|41.41|2026-06-09T14:38:39Z
OUT-1037|LOC-0537|TXN-40000264|883552312438|BSK-4C3D8A35|1|9.49|2026-06-09T14:38:39Z
OUT-1035|LOC-0535|TXN-40000258|027588425247|BSK-801D04D5|1|36.90|2026-06-09T15:09:04Z
OUT-1035|LOC-0535|TXN-40000258|342160733757|BSK-801D04D5|1|15.94|2026-06-09T15:09:04Z
OUT-1035|LOC-0535|TXN-40000258|403761379185|BSK-801D04D5|1|44.54|2026-06-09T15:09:04Z
OUT-1037|LOC-0537|TXN-40000243|850142940197|BSK-FBCDCFDE|1|22.28|2026-06-09T16:20:11Z
OUT-1037|LOC-0537|TXN-40000243|974014890257|BSK-FBCDCFDE|1|1.76|2026-06-09T16:20:11Z
OUT-1015|LOC-0515|TXN-40000255|270866882632|BSK-29E374BD|1|13.48|2026-06-09T16:27:52Z
OUT-1015|LOC-0515|TXN-40000255|884969653282|BSK-29E374BD|1|25.17|2026-06-09T16:27:52Z
OUT-1014|LOC-0514|TXN-40000254|925546659058|BSK-163DCF6F|1|4.22|2026-06-09T17:35:59Z
OUT-1006|LOC-0506|TXN-40000256|351585064315|BSK-C433C4F0|1|47.49|2026-06-09T18:12:27Z
OUT-1006|LOC-0506|TXN-40000256|604223253672|BSK-C433C4F0|1|7.96|2026-06-09T18:12:27Z
OUT-1029|LOC-0529|TXN-40000266|685054235730|BSK-AF09C66E|2|24.18|2026-06-09T19:40:34Z
OUT-1029|LOC-0529|TXN-40000266|700516271368|BSK-AF09C66E|1|5.37|2026-06-09T19:40:34Z
OUT-1036|LOC-0536|TXN-40000265|171274846776|BSK-1ADECEE4|2|25.86|2026-06-09T19:47:34Z
OUT-1033|LOC-0533|TXN-40000245|177852892265|BSK-F4AA15AC|2|51.26|2026-06-09T22:13:26Z
OUT-1033|LOC-0533|TXN-40000245|685054235730|BSK-F4AA15AC|1|12.09|2026-06-09T22:13:26Z
TRAILER|50
