outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1026|LOC-0526|TXN-20001038|866618892419|BSK-7931F7DD|2|32.36|2026-06-21T06:20:34Z
OUT-1036|LOC-0536|TXN-20001035|186449251927|BSK-ECDA01EF|1|45.91|2026-06-21T06:27:29Z
OUT-1011|LOC-0511|TXN-20001033|656482366297|BSK-76662B5B|1|28.88|2026-06-21T06:49:26Z
OUT-1031|LOC-0531|TXN-20001054|171274846776|BSK-F117B0D1|2|25.86|2026-06-21T07:03:12Z
OUT-1031|LOC-0531|TXN-20001054|858842474516|BSK-F117B0D1|1|23.94|2026-06-21T07:03:12Z
OUT-1017|LOC-0517|TXN-20001057|840449972786|BSK-82FD6CCF|1|24.72|2026-06-21T07:33:23Z
OUT-1028|LOC-0528|TXN-20001031|856218501637|BSK-CF876426|3|126.27|2026-06-21T07:33:46Z
OUT-1028|LOC-0528|TXN-20001031|997376311659|BSK-CF876426|1|21.75|2026-06-21T07:33:46Z
OUT-1008|LOC-0508|TXN-20001039|420549329668|BSK-8C7F6489|1|26.24|2026-06-21T08:16:04Z
OUT-1002|LOC-0502|TXN-20001068|147321046963|BSK-6098AEAC|1|13.16|2026-06-21T08:22:34Z
OUT-1017|LOC-0517|TXN-20001069|257905072360|BSK-D8E47208|2|96.44|2026-06-21T08:49:44Z
OUT-1032|LOC-0532|TXN-20001032|123685160484|BSK-7885C68F|1|7.05|2026-06-21T08:54:55Z
OUT-1032|LOC-0532|TXN-20001032|605297516137|BSK-7885C68F|1|22.34|2026-06-21T08:54:55Z
OUT-1009|LOC-0509|TXN-20001071|133890838634|BSK-693993E9|1|23.00|2026-06-21T08:56:46Z
OUT-1032|LOC-0532|TXN-20001045|877694531475|BSK-864FEFD9|1|12.94|2026-06-21T10:11:03Z
OUT-1007|LOC-0507|TXN-20001029|647468723432|BSK-37EBB070|1|48.46|2026-06-21T10:48:52Z
OUT-1007|LOC-0507|TXN-20001029|931746120045|BSK-37EBB070|1|49.79|2026-06-21T10:48:52Z
OUT-1007|LOC-0507|TXN-20001029|959629233095|BSK-37EBB070|1|18.18|2026-06-21T10:48:52Z
OUT-1011|LOC-0511|TXN-20001050|969155792492|BSK-3D0FC4C0|2|59.82|2026-06-21T11:39:35Z
OUT-1004|LOC-0504|TXN-20001034|495788568550|BSK-4988BE04|1|35.43|2026-06-21T12:16:14Z
OUT-1004|LOC-0504|TXN-20001034|626551104754|BSK-4988BE04|3|114.90|2026-06-21T12:16:14Z
OUT-1004|LOC-0504|TXN-20001034|876767721904|BSK-4988BE04|1|39.99|2026-06-21T12:16:14Z
OUT-1031|LOC-0531|TXN-20001025|626551104754|BSK-E94ADB54|1|38.30|2026-06-21T12:20:29Z
OUT-1031|LOC-0531|TXN-20001025|880957015438|BSK-E94ADB54|1|3.83|2026-06-21T12:20:29Z
OUT-1031|LOC-0531|TXN-20001025|971179808936|BSK-E94ADB54|1|36.20|2026-06-21T12:20:29Z
OUT-1030|LOC-0530|TXN-20001027|217659180339|BSK-5142F752|1|45.15|2026-06-21T12:47:02Z
OUT-1005|LOC-0505|TXN-20001040|055269658271|BSK-E3DBF91C|2|95.52|2026-06-21T12:47:59Z
OUT-1005|LOC-0505|TXN-20001040|105648149170|BSK-E3DBF91C|1|23.29|2026-06-21T12:47:59Z
OUT-1005|LOC-0505|TXN-20001040|752553419289|BSK-E3DBF91C|3|110.16|2026-06-21T12:47:59Z
OUT-1034|LOC-0534|TXN-20001065|615305152202|BSK-D594CE06|1|15.05|2026-06-21T13:34:54Z
OUT-1034|LOC-0534|TXN-20001065|700516271368|BSK-D594CE06|1|5.37|2026-06-21T13:34:54Z
OUT-1015|LOC-0515|TXN-20001037|261796405374|BSK-EE8686F6|1|22.78|2026-06-21T13:36:05Z
OUT-1015|LOC-0515|TXN-20001037|692322602569|BSK-EE8686F6|1|40.30|2026-06-21T13:36:05Z
OUT-1015|LOC-0515|TXN-20001037|939828073746|BSK-EE8686F6|1|41.72|2026-06-21T13:36:05Z
OUT-1039|LOC-0539|TXN-20001061|257905072360|BSK-A583AA63|2|96.44|2026-06-21T13:45:00Z
OUT-1039|LOC-0539|TXN-20001061|998094024456|BSK-A583AA63|1|18.19|2026-06-21T13:45:00Z
OUT-1001|LOC-0501|TXN-20001021|139537672425|BSK-31DBE7A5|1|13.07|2026-06-21T13:53:01Z
OUT-1004|LOC-0504|TXN-20001044|109104300686|BSK-842AE334|1|15.03|2026-06-21T14:13:04Z
OUT-1004|LOC-0504|TXN-20001044|597703482474|BSK-842AE334|-1|-44.15|2026-06-21T14:13:04Z
OUT-1004|LOC-0504|TXN-20001044|842102053955|BSK-842AE334|1|1.76|2026-06-21T14:13:04Z
OUT-1005|LOC-0505|TXN-20001024|157473384844|BSK-E19317DC|3|23.16|2026-06-21T14:20:28Z
OUT-1007|LOC-0507|TXN-20001051|139537672425|BSK-036A34F9|1|13.07|2026-06-21T14:58:36Z
OUT-1018|LOC-0518|TXN-20001060|123685160484|BSK-8C6A6D9B|1|7.05|2026-06-21T15:10:16Z
OUT-1016|LOC-0516|TXN-20001049|474074821753|BSK-2F76948F|1|49.38|2026-06-21T15:10:20Z
OUT-1016|LOC-0516|TXN-20001049|997376311659|BSK-2F76948F|1|21.75|2026-06-21T15:10:20Z
OUT-1008|LOC-0508|TXN-20001053|126464715431|BSK-1314E0EB|1|36.31|2026-06-21T15:17:51Z
OUT-1008|LOC-0508|TXN-20001053|998094024456|BSK-1314E0EB|2|36.38|2026-06-21T15:17:51Z
OUT-1028|LOC-0528|TXN-20001052|133890838634|BSK-B0E0477C|1|23.00|2026-06-21T15:39:43Z
OUT-1028|LOC-0528|TXN-20001052|298259526949|BSK-B0E0477C|1|30.08|2026-06-21T15:39:43Z
OUT-1016|LOC-0516|TXN-20001058|929378427014|BSK-B1ECD227|1|3.74|2026-06-21T16:03:31Z
OUT-1003|LOC-0503|TXN-20001022|012269166977|BSK-CFD5C248|1|26.92|2026-06-21T16:13:52Z
OUT-1003|LOC-0503|TXN-20001022|054156676527|BSK-CFD5C248|1|25.30|2026-06-21T16:13:52Z
OUT-1003|LOC-0503|TXN-20001022|937452991245|BSK-CFD5C248|1|6.29|2026-06-21T16:13:52Z
OUT-1021|LOC-0521|TXN-20001066|986143410367|BSK-E3A2579A|3|96.90|2026-06-21T16:14:47Z
OUT-1025|LOC-0525|TXN-20001028|609320489962|BSK-763B43B7|1|15.45|2026-06-21T16:15:09Z
OUT-1032|LOC-0532|TXN-20001070|566246287334|BSK-5536BD5F|3|47.19|2026-06-21T16:41:56Z
OUT-1032|LOC-0532|TXN-20001070|569816934065|BSK-5536BD5F|2|2.14|2026-06-21T16:41:56Z
OUT-1015|LOC-0515|TXN-20001055|984546156790|BSK-9279EBA0|1|12.91|2026-06-21T16:48:19Z
OUT-1009|LOC-0509|TXN-20001026|454948083135|BSK-7887F1ED|2|72.54|2026-06-21T17:42:53Z
OUT-1023|LOC-0523|TXN-20001023|884969653282|BSK-10AEC98E|1|25.17|2026-06-21T17:46:21Z
OUT-1030|LOC-0530|TXN-20001041|405153195205|BSK-09A9CCD7|3|54.75|2026-06-21T18:12:54Z
OUT-1004|LOC-0504|TXN-20001067|113826758694|BSK-69FBCE78|1|37.36|2026-06-21T18:23:59Z
OUT-1004|LOC-0504|TXN-20001067|219656523416|BSK-69FBCE78|1|13.15|2026-06-21T18:23:59Z
OUT-1004|LOC-0504|TXN-20001067|581995604669|BSK-69FBCE78|2|78.34|2026-06-21T18:23:59Z
OUT-1004|LOC-0504|TXN-20001059|104332181960|BSK-FEB68830|1|2.55|2026-06-21T18:48:41Z
OUT-1004|LOC-0504|TXN-20001059|186449251927|BSK-FEB68830|2|91.82|2026-06-21T18:48:41Z
OUT-1004|LOC-0504|TXN-20001059|510702966707|BSK-FEB68830|3|59.22|2026-06-21T18:48:41Z
OUT-1004|LOC-0504|TXN-20001059|597703482474|BSK-FEB68830|1|44.15|2026-06-21T18:48:41Z
OUT-1071|LOC-0517|TXN-20001046|510702966707|BSK-7D7617EB|1|19.74|2026-06-21T19:12:16Z
OUT-1030|LOC-0530|TXN-20001036|495788568550|BSK-CA88682C|1|35.43|2026-06-21T19:20:36Z
OUT-1028|LOC-0528|TXN-20001062|748016245656|BSK-067C47E3|1|3.21|2026-06-21T19:48:01Z
OUT-1038|LOC-0538|TXN-20001056|121267888610|BSK-3E3369CA|1|2.28|2026-06-21T20:07:54Z
OUT-1022|LOC-0522|TXN-20001042|342160733757|BSK-2F40D8FE|1|15.94|2026-06-21T20:13:52Z
OUT-1034|LOC-0534|TXN-20001020|123685160484|BSK-DC710B9E|1|7.05|2026-06-21T20:24:41Z
OUT-1034|LOC-0534|TXN-20001020|701065133381|BSK-DC710B9E|1|22.97|2026-06-21T20:24:41Z
OUT-1034|LOC-0534|TXN-20001020|786527858545|BSK-DC710B9E|1|30.88|2026-06-21T20:24:41Z
OUT-1014|LOC-0514|TXN-20001030|323705895789|BSK-C3C93E74|2|14.70|2026-06-21T20:40:06Z
OUT-1014|LOC-0514|TXN-20001030|622683885165|BSK-C3C93E74|1|43.22|2026-06-21T20:40:06Z
OUT-1014|LOC-0514|TXN-20001030|692322602569|BSK-C3C93E74|1|40.30|2026-06-21T20:40:06Z
OUT-1014|LOC-0514|TXN-20001030|947383473598|BSK-C3C93E74|1|49.23|2026-06-21T20:40:06Z
OUT-1026|LOC-0526|TXN-20001048|100330923274|BSK-294F3974|2|67.58|2026-06-21T20:44:33Z
OUT-1026|LOC-0526|TXN-20001048|712100323650|BSK-294F3974|1|34.62|2026-06-21T20:44:33Z
OUT-1002|LOC-0502|TXN-20001043|604945198329|BSK-60A604F2|2|66.34|2026-06-21T20:46:24Z
OUT-1002|LOC-0502|TXN-20001043|662961943118|BSK-60A604F2|1|14.12|2026-06-21T20:46:24Z
OUT-1022|LOC-0522|TXN-20001063|019380262069|BSK-685B089E|1|39.60|2026-06-21T21:39:08Z
OUT-1022|LOC-0522|TXN-20001063|974014890257|BSK-685B089E|2|3.52|2026-06-21T21:39:08Z
OUT-1004|LOC-0504|TXN-20001047|251341252867|BSK-CF54F778|1|21.48|2026-06-21T21:58:46Z
OUT-1026|LOC-0526|TXN-20001064|212779979955|BSK-40420C58|1|43.34|2026-06-21T22:09:37Z
TRAILER|88
