outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1007|LOC-0507|TXN-10001368|065627298063|BSK-B17BF67B|2|59.98|2026-06-14T06:03:55Z
OUT-1007|LOC-0507|TXN-10001368|596401658204|BSK-B17BF67B|-1|-7.99|2026-06-14T06:03:55Z
OUT-1011|LOC-0511|TXN-10001365|626551104754|BSK-E8EE009B|1|38.30|2026-06-14T06:20:36Z
OUT-1006|LOC-0506|TXN-10001325|712100323650|BSK-637A0E52|1|34.62|2026-06-14T06:26:45Z
OUT-1028|LOC-0528|TXN-10001402|132677360269|BSK-583CB7CB|1|1.10|2026-06-14T06:45:46Z
OUT-1028|LOC-0528|TXN-10001402|545168087604|BSK-583CB7CB|1|10.18|2026-06-14T06:45:46Z
OUT-1028|LOC-0528|TXN-10001402|701065133381|BSK-583CB7CB|1|22.97|2026-06-14T06:45:46Z
OUT-1003|LOC-0503|TXN-10001330|244935348749|BSK-FC23322E|1|45.35|2026-06-14T06:52:19Z
OUT-1003|LOC-0503|TXN-10001330|671657262846|BSK-FC23322E|1|31.17|2026-06-14T06:52:19Z
OUT-1023|LOC-0523|TXN-10001421|100623120380|BSK-F9DDC52D|1|23.33|2026-06-14T06:57:54Z
OUT-1023|LOC-0523|TXN-10001421|685054235730|BSK-F9DDC52D|1|12.09|2026-06-14T06:57:54Z
OUT-1029|LOC-0529|TXN-10001409|353693785472|BSK-93995413|1|48.35|2026-06-14T07:07:24Z
OUT-1038|LOC-0538|TXN-10001419|597703482474|BSK-8C2918D1|1|44.15|2026-06-14T07:07:52Z
OUT-1008|LOC-0508|TXN-10001398|395995342830|BSK-BA612F2D|1|21.25|2026-06-14T07:35:01Z
OUT-1008|LOC-0508|TXN-10001398|471349361839|BSK-BA612F2D|1|32.72|2026-06-14T07:35:01Z
OUT-1015|LOC-0515|TXN-10001359|012269166977|BSK-53C5DBE2|2|53.84|2026-06-14T07:39:48Z
