outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1034|LOC-0534|TXN-30000398|323705895789|BSK-4A5652B8|1|7.35|2026-06-10T06:07:20Z
OUT-1006|LOC-0506|TXN-30000436|261990623444|BSK-172F2203|1|42.68|2026-06-10T06:17:47Z
OUT-1006|LOC-0506|TXN-30000436|495788568550|BSK-172F2203|1|35.43|2026-06-10T06:17:47Z
OUT-1014|LOC-0514|TXN-30000399|143842498182|BSK-29D2680A|1|32.40|2026-06-10T07:19:14Z
OUT-1014|LOC-0514|TXN-30000399|876767721904|BSK-29D2680A|2|79.98|2026-06-10T07:19:14Z
OUT-1026|LOC-0526|TXN-30000400|334843443756|BSK-324A803A|1|24.50|2026-06-10T07:20:02Z
OUT-1036|LOC-0536|TXN-30000429|392614293962|BSK-87E92EA5|2|68.32|2026-06-10T07:35:49Z
OUT-1036|LOC-0536|TXN-30000429|746886239249|BSK-87E92EA5|-1|-3.55|2026-06-10T07:35:49Z
OUT-1016|LOC-0516|TXN-30000419|986143410367|BSK-63C9C6FE|1|32.30|2026-06-10T07:45:07Z
OUT-1040|LOC-0540|TXN-30000426|800030756225|BSK-3B6A31CE|1|46.62|2026-06-10T08:30:35Z
OUT-1040|LOC-0540|TXN-30000426|835615951481|BSK-3B6A31CE|1|16.14|2026-06-10T08:30:35Z
OUT-1029|LOC-0529|TXN-30000411|870534949379|BSK-C9D8A701|1|19.04|2026-06-10T08:43:24Z
OUT-1035|LOC-0535|TXN-30000425|930870593251|BSK-21DC7B1D|-1|-36.12|2026-06-10T09:16:23Z
OUT-1071|LOC-0517|TXN-30000404|342160733757|BSK-88D7F2AC|2|31.88|2026-06-10T10:06:17Z
OUT-1027|LOC-0527|TXN-30000409|454948083135|BSK-64745DCE|1|36.27|2026-06-10T10:31:50Z
OUT-1027|LOC-0527|TXN-30000409|566246287334|BSK-64745DCE|1|15.73|2026-06-10T10:31:50Z
OUT-1008|LOC-0508|TXN-30000407|835615951481|BSK-622ECDAF|1|16.14|2026-06-10T10:39:23Z
OUT-1025|LOC-0525|TXN-30000394|082400842718|BSK-1A30A775|3|131.25|2026-06-10T10:45:06Z
OUT-1025|LOC-0525|TXN-30000394|517518304693|BSK-1A30A775|2|61.06|2026-06-10T10:45:06Z
OUT-1019|LOC-0519|TXN-30000422|971179808936|BSK-79DE5576|1|36.20|2026-06-10T10:57:47Z
OUT-1034|LOC-0534|TXN-30000437|173936385463|BSK-E2E58A89|2|47.68|2026-06-10T11:09:06Z
OUT-1034|LOC-0534|TXN-30000437|566246287334|BSK-E2E58A89|1|15.73|2026-06-10T11:09:06Z
OUT-1008|LOC-0508|TXN-30000403|114678669121|BSK-BB54C7F4|1|48.64|2026-06-10T11:21:02Z
OUT-1008|LOC-0508|TXN-30000403|657569245931|BSK-BB54C7F4|1|24.46|2026-06-10T11:21:02Z
OUT-1008|LOC-0508|TXN-30000403|727790104328|BSK-BB54C7F4|2|55.76|2026-06-10T11:21:02Z
OUT-1020|LOC-0520|TXN-30000434|462914865289|BSK-F290D346|3|16.71|2026-06-10T11:22:31Z
OUT-1020|LOC-0520|TXN-30000434|615305152202|BSK-F290D346|1|15.05|2026-06-10T11:22:31Z
OUT-1025|LOC-0525|TXN-30000424|615305152202|BSK-D2A7E34E|2|30.10|2026-06-10T12:10:13Z
OUT-1025|LOC-0525|TXN-30000424|930870593251|BSK-D2A7E34E|1|36.12|2026-06-10T12:10:13Z
OUT-1029|LOC-0529|TXN-30000415|699938677493|BSK-34273C22|1|49.50|2026-06-10T12:14:09Z
OUT-1029|LOC-0529|TXN-30000415|839335290424|BSK-34273C22|3|148.14|2026-06-10T12:14:09Z
OUT-1002|LOC-0502|TXN-30000431|622292706530|BSK-A39BB330|1|48.50|2026-06-10T12:38:29Z
OUT-1071|LOC-0517|TXN-30000428|959310341313|BSK-0D44FA84|1|19.62|2026-06-10T13:12:19Z
OUT-1007|LOC-0507|TXN-30000420|495788568550|BSK-57C8F6F6|1|35.43|2026-06-10T13:16:11Z
OUT-1034|LOC-0534|TXN-30000405|569816934065|BSK-B11BA77E|2|2.14|2026-06-10T13:31:41Z
OUT-1004|LOC-0504|TXN-30000442|161799042104|BSK-CF18383A|1|35.68|2026-06-10T13:42:17Z
OUT-1038|LOC-0538|TXN-30000397|257905072360|BSK-19BAA1FD|2|96.44|2026-06-10T13:50:20Z
OUT-1038|LOC-0538|TXN-30000397|710932480862|BSK-19BAA1FD|1|5.56|2026-06-10T13:50:20Z
OUT-1013|LOC-0513|TXN-30000421|551256746803|BSK-0847FEAB|2|46.56|2026-06-10T14:16:47Z
