outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1040|LOC-0540|TXN-30000883|795687833910|BSK-14E9E10A|1|26.74|2026-06-20T06:16:14Z
OUT-1026|LOC-0526|TXN-30000873|656482366297|BSK-63EEB3AF|1|28.88|2026-06-20T06:39:43Z
OUT-1026|LOC-0526|TXN-30000873|662961943118|BSK-63EEB3AF|1|14.12|2026-06-20T06:39:43Z
OUT-1026|LOC-0526|TXN-30000899|387214895135|BSK-4EFE4591|1|33.96|2026-06-20T07:43:23Z
OUT-1026|LOC-0526|TXN-30000899|462914865289|BSK-4EFE4591|1|5.57|2026-06-20T07:43:23Z
OUT-1026|LOC-0526|TXN-30000899|927532697310|BSK-4EFE4591|1|44.92|2026-06-20T07:43:23Z
OUT-1026|LOC-0526|TXN-30000899|943969078447|BSK-4EFE4591|2|49.30|2026-06-20T07:43:23Z
OUT-1002|LOC-0502|TXN-30000874|993308330163|BSK-01A078F5|2|34.34|2026-06-20T07:56:11Z
OUT-1038|LOC-0538|TXN-30000888|395995342830|BSK-78F25874|1|21.25|2026-06-20T08:21:25Z
OUT-1012|LOC-0512|TXN-30000881|114678669121|BSK-683AB316|1|48.64|2026-06-20T08:41:19Z
OUT-1012|LOC-0512|TXN-30000881|462914865289|BSK-683AB316|2|11.14|2026-06-20T08:41:19Z
OUT-1012|LOC-0512|TXN-30000881|527177449055|BSK-683AB316|1|25.85|2026-06-20T08:41:19Z
OUT-1012|LOC-0512|TXN-30000881|984546156790|BSK-683AB316|2|25.82|2026-06-20T08:41:19Z
OUT-1036|LOC-0536|TXN-30000885|014767976430|BSK-5821C044|1|37.98|2026-06-20T08:58:45Z
OUT-1036|LOC-0536|TXN-30000885|105648149170|BSK-5821C044|2|46.58|2026-06-20T08:58:45Z
OUT-1036|LOC-0536|TXN-30000885|517187026216|BSK-5821C044|2|48.00|2026-06-20T08:58:45Z
OUT-1036|LOC-0536|TXN-30000885|624751079919|BSK-5821C044|1|4.58|2026-06-20T08:58:45Z
OUT-1025|LOC-0525|TXN-30000891|342160733757|BSK-2C7A5163|1|15.94|2026-06-20T09:00:16Z
OUT-1025|LOC-0525|TXN-30000891|477005411993|BSK-2C7A5163|1|25.84|2026-06-20T09:00:16Z
OUT-1007|LOC-0507|TXN-30000906|551256746803|BSK-91965133|-1|-23.28|2026-06-20T09:00:51Z
OUT-1039|LOC-0539|TXN-30000904|261796405374|BSK-B34B5F07|2|45.56|2026-06-20T09:28:25Z
OUT-1039|LOC-0539|TXN-30000904|662961943118|BSK-B34B5F07|1|14.12|2026-06-20T09:28:25Z
OUT-1014|LOC-0514|TXN-30000882|498254494810|BSK-D8ED0936|1|7.63|2026-06-20T09:30:13Z
OUT-1030|LOC-0530|TXN-30000893|334843443756|BSK-875EE1F5|2|49.00|2026-06-20T10:09:41Z
OUT-1038|LOC-0538|TXN-30000896|681645352183|BSK-1234A2B7|1|32.02|2026-06-20T10:21:25Z
OUT-1038|LOC-0538|TXN-30000896|758416169285|BSK-1234A2B7|1|15.38|2026-06-20T10:21:25Z
