outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1071|LOC-0517|TXN-40000042|680112805986|BSK-B55D2FC1|1|8.25|2026-06-02T07:19:47Z
OUT-1028|LOC-0528|TXN-40000057|065627298063|BSK-E75B2113|2|59.98|2026-06-02T08:23:24Z
OUT-1024|LOC-0524|TXN-40000036|161227530463|BSK-6DCC9C60|1|12.53|2026-06-02T08:43:01Z
OUT-1001|LOC-0501|TXN-40000055|139837354038|BSK-16D50B84|1|46.91|2026-06-02T09:47:26Z
OUT-1018|LOC-0518|TXN-40000060|171274846776|BSK-F9285706|1|12.93|2026-06-02T10:04:55Z
OUT-1018|LOC-0518|TXN-40000060|466711684579|BSK-F9285706|1|47.55|2026-06-02T10:04:55Z
OUT-1023|LOC-0523|TXN-40000044|604223253672|BSK-0A872AC2|3|23.88|2026-06-02T10:44:18Z
OUT-1040|LOC-0540|TXN-40000039|484086211824|BSK-372F5F47|1|12.80|2026-06-02T11:09:04Z
OUT-1040|LOC-0540|TXN-40000039|549651370983|BSK-372F5F47|1|17.06|2026-06-02T11:09:04Z
OUT-1021|LOC-0521|TXN-40000062|277561853745|BSK-3FA7C199|2|47.38|2026-06-02T11:22:44Z
OUT-1021|LOC-0521|TXN-40000062|680443699575|BSK-3FA7C199|1|22.64|2026-06-02T11:22:44Z
OUT-1007|LOC-0507|TXN-40000056|599965047736|BSK-A770C217|1|18.42|2026-06-02T11:26:05Z
OUT-1038|LOC-0538|TXN-40000053|183673657662|BSK-9F534D9A|1|36.74|2026-06-02T11:54:53Z
OUT-1038|LOC-0538|TXN-40000053|642059304076|BSK-9F534D9A|2|53.86|2026-06-02T11:54:53Z
OUT-1038|LOC-0538|TXN-40000053|671902294134|BSK-9F534D9A|1|6.79|2026-06-02T11:54:53Z
OUT-1012|LOC-0512|TXN-40000046|188888067060|BSK-D5B5B7B0|1|49.06|2026-06-02T12:33:51Z
OUT-1012|LOC-0512|TXN-40000046|622292706530|BSK-D5B5B7B0|1|48.50|2026-06-02T12:33:51Z
OUT-1012|LOC-0512|TXN-40000046|947383473598|BSK-D5B5B7B0|1|49.23|2026-06-02T12:33:51Z
OUT-1018|LOC-0518|TXN-40000058|625324472090|BSK-7D57EF69|1|31.33|2026-06-02T13:03:53Z
OUT-1016|LOC-0516|TXN-40000054|681645352183|BSK-9A2FC701|3|96.06|2026-06-02T13:15:39Z
OUT-1002|LOC-0502|TXN-40000064|018242253580|BSK-6498DA39|2|89.68|2026-06-02T13:34:39Z
OUT-1002|LOC-0502|TXN-40000064|167243426612|BSK-6498DA39|2|45.98|2026-06-02T13:34:39Z
OUT-1002|LOC-0502|TXN-40000064|970213556901|BSK-6498DA39|2|61.28|2026-06-02T13:34:39Z
OUT-1029|LOC-0529|TXN-40000037|167243426612|BSK-039D08D0|1|22.99|2026-06-02T13:55:18Z
OUT-1029|LOC-0529|TXN-40000037|466711684579|BSK-039D08D0|1|47.55|2026-06-02T13:55:18Z
OUT-1028|LOC-0528|TXN-40000048|466711684579|BSK-29DEBCCC|1|47.55|2026-06-02T13:56:41Z
OUT-1022|LOC-0522|TXN-40000049|551256746803|BSK-B582EF0C|1|23.28|2026-06-02T14:19:59Z
OUT-1037|LOC-0537|TXN-40000061|947775204717|BSK-1445587E|1|41.27|2026-06-02T14:41:40Z
OUT-1027|LOC-0527|TXN-40000063|157473384844|BSK-76F3BA50|1|7.72|2026-06-02T16:20:55Z
OUT-1027|LOC-0527|TXN-40000063|186449251927|BSK-76F3BA50|1|45.91|2026-06-02T16:20:55Z
OUT-1027|LOC-0527|TXN-40000063|969029593910|BSK-76F3BA50|1|46.89|2026-06-02T16:20:55Z
OUT-1023|LOC-0523|TXN-40000051|161799042104|BSK-A9C3640D|2|71.36|2026-06-02T16:37:23Z
OUT-1023|LOC-0523|TXN-40000051|402654235119|BSK-A9C3640D|1|19.61|2026-06-02T16:37:23Z
OUT-1023|LOC-0523|TXN-40000051|439533942103|BSK-A9C3640D|1|16.13|2026-06-02T16:37:23Z
OUT-1023|LOC-0523|TXN-40000051|932133480391|BSK-A9C3640D|2|84.94|2026-06-02T16:37:23Z
OUT-1037|LOC-0537|TXN-40000043|402654235119|BSK-788F06ED|3|58.83|2026-06-02T17:02:19Z
OUT-1037|LOC-0537|TXN-40000043|812191361934|BSK-788F06ED|1|29.36|2026-06-02T17:02:19Z
OUT-1037|LOC-0537|TXN-40000043|925546659058|BSK-788F06ED|1|4.22|2026-06-02T17:02:19Z
OUT-1022|LOC-0522|TXN-40000035|487347143452|BSK-EC511744|1|16.66|2026-06-02T17:08:28Z
OUT-1022|LOC-0522|TXN-40000035|982507146118|BSK-EC511744|1|41.72|2026-06-02T17:08:28Z
OUT-1033|LOC-0533|TXN-40000059|974014890257|BSK-6C2B5781|1|1.76|2026-06-02T17:10:30Z
OUT-1034|LOC-0534|TXN-40000047|498084124116|BSK-8E40B294|1|37.37|2026-06-02T17:58:04Z
OUT-1034|LOC-0534|TXN-40000047|581995604669|BSK-8E40B294|1|39.17|2026-06-02T17:58:04Z
OUT-1004|LOC-0504|TXN-40000045|221418880590|BSK-21C57A88|1|7.41|2026-06-02T18:55:47Z
OUT-1004|LOC-0504|TXN-40000045|464887719064|BSK-21C57A88|1|36.98|2026-06-02T18:55:47Z
OUT-1011|LOC-0511|TXN-40000038|671902294134|BSK-C83924D7|1|6.79|2026-06-02T19:35:18Z
OUT-1012|LOC-0512|TXN-40000050|115542622181|BSK-DE4097C3|2|57.18|2026-06-02T21:11:59Z
OUT-1019|LOC-0519|TXN-40000041|566246287334|BSK-02A458E1|1|15.73|2026-06-02T21:51:50Z
OUT-1071|LOC-0517|TXN-40000034|932133480391|BSK-159B2B6B|1|42.47|2026-06-02T21:57:15Z
OUT-1025|LOC-0525|TXN-40000040|895392644228|BSK-3C48C936|1|36.70|2026-06-02T22:31:02Z
OUT-1016|LOC-0516|TXN-40000052|255562588156|BSK-64E84FFC|1|12.84|2026-06-02T22:54:52Z
OUT-1016|LOC-0516|TXN-40000052|332003791761|BSK-64E84FFC|1|44.41|2026-06-02T22:54:52Z
OUT-1016|LOC-0516|TXN-40000052|710932480862|BSK-64E84FFC|1|5.56|2026-06-02T22:54:52Z
OUT-1016|LOC-0516|TXN-40000052|963834657874|BSK-64E84FFC|1|6.92|2026-06-02T22:54:52Z
TRAILER|54
