outlet_id|location_id|transaction_id|upc_code|channel_basket_id|qty|amount|event_ts
OUT-1006|LOC-0506|TXN-30000486|896230913070|BSK-E605495C|1|16.36|2026-06-11T06:00:30Z
OUT-1036|LOC-0536|TXN-30000463|624751079919|BSK-936F017A|-1|-4.58|2026-06-11T06:00:43Z
OUT-1036|LOC-0536|TXN-30000463|838065787594|BSK-936F017A|1|25.61|2026-06-11T06:00:43Z
OUT-1036|LOC-0536|TXN-30000463|856218501637|BSK-936F017A|1|42.09|2026-06-11T06:00:43Z
OUT-1008|LOC-0508|TXN-30000481|969029593910|BSK-01F169FB|1|46.89|2026-06-11T06:49:14Z
OUT-1010|LOC-0510|TXN-30000457|082400842718|BSK-54556AFA|2|87.50|2026-06-11T07:24:19Z
OUT-1010|LOC-0510|TXN-30000457|927532697310|BSK-54556AFA|1|44.92|2026-06-11T07:24:19Z
OUT-1002|LOC-0502|TXN-30000470|082400842718|BSK-C44C8117|1|43.75|2026-06-11T07:27:23Z
OUT-1030|LOC-0530|TXN-30000487|656482366297|BSK-22FFD90B|1|28.88|2026-06-11T07:30:29Z
OUT-1030|LOC-0530|TXN-30000487|751401051237|BSK-22FFD90B|1|26.27|2026-06-11T07:30:29Z
OUT-1030|LOC-0530|TXN-30000487|800030756225|BSK-22FFD90B|-1|-46.62|2026-06-11T07:30:29Z
OUT-1030|LOC-0530|TXN-30000487|825867362265|BSK-22FFD90B|1|20.37|2026-06-11T07:30:29Z
OUT-1002|LOC-0502|TXN-30000477|738320603853|BSK-218AA7C0|2|64.30|2026-06-11T07:35:02Z
OUT-1037|LOC-0537|TXN-30000447|115542622181|BSK-A7669CEE|2|57.18|2026-06-11T08:01:29Z
OUT-1037|LOC-0537|TXN-30000447|402654235119|BSK-A7669CEE|1|19.61|2026-06-11T08:01:29Z
OUT-1037|LOC-0537|TXN-30000447|587139718704|BSK-A7669CEE|2|46.42|2026-06-11T08:01:29Z
OUT-1020|LOC-0520|TXN-30000467|270866882632|BSK-053F349F|1|13.48|2026-06-11T09:32:23Z
OUT-1031|LOC-0531|TXN-30000488|332003791761|BSK-F1EA44DE|1|44.41|2026-06-11T09:33:52Z
OUT-1031|LOC-0531|TXN-30000488|937452991245|BSK-F1EA44DE|1|6.29|2026-06-11T09:33:52Z
OUT-1015|LOC-0515|TXN-30000478|173936385463|BSK-1E856DED|1|23.84|2026-06-11T10:22:57Z
OUT-1015|LOC-0515|TXN-30000478|391065180173|BSK-1E856DED|-3|-7.65|2026-06-11T10:22:57Z
OUT-1028|LOC-0528|TXN-30000453|315098393010|BSK-1A0E3E79|2|71.34|2026-06-11T10:28:59Z
